duration,start_date,end_date,start_station_number,start_station,end_station_number,end_station,bike_number,member_type
952,2018-12-31 12:53:13,2018-12-31 13:09:05,31287,10th St & L'Enfant Plaza SW,31625,3rd & G St SE,W21266,Member
338,2018-12-13 08:51:16,2018-12-13 08:56:55,31211,Kennedy Center,31204,20th & E St NW,W23738,Member
488,2018-12-06 11:30:56,2018-12-06 11:39:04,31234,20th & O St NW / Dupont South,31312,Wisconsin Ave & O St NW,W23487,Member
482,2018-12-11 06:18:07,2018-12-11 06:26:09,31039,Wilson Blvd & N Quincy St,31065,N Pershing Dr & Wayne St,E00129,Member
645,2018-12-06 15:14:40,2018-12-06 15:25:26,31246,M St & Pennsylvania Ave NW,31267,17th St & Massachusetts Ave NW,W01440,Member
1004,2018-12-03 12:35:33,2018-12-03 12:52:17,31287,10th St & L'Enfant Plaza SW,31640,Maryland Ave & E St NE,W23688,Member
319,2018-12-05 11:13:11,2018-12-05 11:18:31,31233,17th & K St NW / Farragut Square,31200,Massachusetts Ave & Dupont Circle NW,W23477,Member
792,2018-12-07 16:35:34,2018-12-07 16:48:46,31107,Lamont & Mt Pleasant NW,31298,15th & M St NW,W23833,Member
1067,2018-12-17 12:35:38,2018-12-17 12:53:25,31247,Jefferson Dr & 14th St SW,31258,Lincoln Memorial,W00014,Casual
772,2018-12-06 22:46:13,2018-12-06 22:59:05,31275,New Hampshire Ave & 24th St NW,31117,15th & Euclid St  NW,W23394,Member
84,2018-12-14 14:50:02,2018-12-14 14:51:27,31209,1st & N St  SE,31634,3rd & Tingey St SE,W20429,Member
1544,2018-12-06 18:34:04,2018-12-06 18:59:48,31602,Park Rd & Holmead Pl NW,31212,21st & M St NW,W23676,Member
412,2018-12-05 13:45:35,2018-12-05 13:52:28,31299,Connecticut Ave & R St NW,31125,15th & W St NW,W23959,Member
271,2018-12-01 18:35:39,2018-12-01 18:40:10,31519,1st & O St NW,31600,5th & K St NW,W23592,Member
633,2018-12-11 17:39:15,2018-12-11 17:49:49,31627,3rd & M St NE,31600,5th & K St NW,W21565,Member
235,2018-12-07 12:57:00,2018-12-07 13:00:56,31638,1st & H St NW,31624,North Capitol St & F St NW,W22365,Member
6153,2018-12-24 11:01:35,2018-12-24 12:44:09,31281,8th & O St NW,31202,14th & R St NW,W21857,Member
826,2018-12-12 11:37:25,2018-12-12 11:51:11,31231,14th & D St NW / Ronald Reagan Building,31100,19th St & Pennsylvania Ave NW,W23799,Member
216,2018-12-31 08:06:06,2018-12-31 08:09:43,31615,6th & H St NE,31623,Columbus Circle / Union Station,W22202,Member
206,2018-12-27 18:56:43,2018-12-27 19:00:09,31124,14th & Irving St NW,31126,11th & Girard St NW,W23591,Member
264,2018-12-04 16:14:56,2018-12-04 16:19:21,31097,Saint Asaph & Madison St,31047,Braddock Rd Metro,W01416,Member
223,2018-12-03 08:18:24,2018-12-03 08:22:07,31263,10th & K St NW,31256,10th & E St NW,W23686,Member
2767,2018-12-09 11:47:28,2018-12-09 12:33:36,31247,Jefferson Dr & 14th St SW,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,W23276,Casual
355,2018-12-22 19:49:13,2018-12-22 19:55:09,31241,Thomas Circle,31212,21st & M St NW,W22292,Member
651,2018-12-06 09:04:17,2018-12-06 09:15:09,31111,10th & U St NW,31227,13th St & New York Ave NW,W00516,Member
964,2018-12-06 08:21:27,2018-12-06 08:37:31,31265,5th St & Massachusetts Ave NW,31284,18th & C St NW,W00155,Member
1029,2018-12-07 06:25:36,2018-12-07 06:42:46,31614,11th & H St NE,31116,California St & Florida Ave NW,E00066,Member
736,2018-12-03 19:16:44,2018-12-03 19:29:00,31606,Potomac & Pennsylvania Ave SE,31702,Randle Circle & Minnesota Ave SE,W20639,Member
1008,2018-12-08 12:32:13,2018-12-08 12:49:01,31503,Florida Ave & R St NW,31500,4th & W St NE,W22901,Member
727,2018-12-30 17:02:48,2018-12-30 17:14:55,31107,Lamont & Mt Pleasant NW,31110,20th St & Florida Ave NW,W23685,Member
1892,2018-12-27 16:10:13,2018-12-27 16:41:46,32211,Reston Regional Library,32214,Reston Town Center Transit Station,W22639,Member
2611,2018-12-07 12:05:32,2018-12-07 12:49:04,31509,New Jersey Ave & R St NW,31509,New Jersey Ave & R St NW,70142,Member
733,2018-12-13 09:18:46,2018-12-13 09:30:59,31524,Montello Ave & Holbrook Terr NE,31627,3rd & M St NE,W21215,Casual
601,2018-12-14 10:50:39,2018-12-14 11:00:40,31263,10th & K St NW,31220,US Dept of State / Virginia Ave & 21st St NW,W23548,Member
1204,2018-12-10 16:01:18,2018-12-10 16:21:23,31611,13th & H St NE,31620,5th & F St NW,W23801,Member
3056,2018-12-05 22:30:19,2018-12-05 23:21:16,31235,19th St & Constitution Ave NW,31235,19th St & Constitution Ave NW,W22474,Casual
778,2018-12-03 17:09:03,2018-12-03 17:22:02,31638,1st & H St NW,31202,14th & R St NW,W00861,Member
2211,2018-12-17 17:50:20,2018-12-17 18:27:11,31637,North Capitol St & G Pl NE,31507,1st & Washington Hospital Center NW,W21987,Member
269,2018-12-11 19:00:59,2018-12-11 19:05:29,31624,North Capitol St & F St NW,31641,2nd St & Massachusetts Ave NE,W23992,Member
315,2018-12-12 18:27:49,2018-12-12 18:33:05,31081,Duke St & John Carlyle St,31914,Lee Center,W23714,Member
122,2018-12-11 15:49:54,2018-12-11 15:51:57,31620,5th & F St NW,31265,5th St & Massachusetts Ave NW,W21090,Member
216,2018-12-18 06:01:28,2018-12-18 06:05:04,31631,8th & F St NE,31623,Columbus Circle / Union Station,W23121,Member
1584,2018-12-12 06:41:11,2018-12-12 07:07:35,31610,Eastern Market / 7th & North Carolina Ave SE,31221,18th & M St NW,W23667,Member
1437,2018-12-29 15:40:13,2018-12-29 16:04:10,31231,14th & D St NW / Ronald Reagan Building,31219,10th St & Constitution Ave NW,W22747,Casual
190,2018-12-13 18:49:04,2018-12-13 18:52:15,31312,Wisconsin Ave & O St NW,31312,Wisconsin Ave & O St NW,W21335,Member
354,2018-12-12 05:51:59,2018-12-12 05:57:54,31265,5th St & Massachusetts Ave NW,31283,14th & L St NW,W20331,Member
558,2018-12-07 20:10:31,2018-12-07 20:19:49,31507,1st & Washington Hospital Center NW,31109,7th & T St NW,W00756,Member
541,2018-12-17 07:54:49,2018-12-17 08:03:51,31605,3rd & D St SE,31621,4th & D St NW / Judiciary Square,W23949,Member
903,2018-12-16 15:19:06,2018-12-16 15:34:10,31113,Columbia Rd & Belmont St NW,31286,11th & O St NW,W00365,Member
4272,2018-12-12 19:34:32,2018-12-12 20:45:45,31213,17th & K St NW,31204,20th & E St NW,W00420,Member
136,2018-12-13 11:38:28,2018-12-13 11:40:44,31084,Ballenger Ave & Dulaney St,31048,King St Metro South,W20216,Member
791,2018-12-13 15:38:59,2018-12-13 15:52:10,31274,10th & G St NW,31623,Columbus Circle / Union Station,E00037,Member
698,2018-12-03 13:27:59,2018-12-03 13:39:38,31405,Georgia Ave & Emerson St NW,31412,3rd St & Riggs Rd NE,W23355,Member
838,2018-12-15 15:34:44,2018-12-15 15:48:43,31107,Lamont & Mt Pleasant NW,31201,15th & P St NW,W22790,Member
230,2018-12-31 16:31:00,2018-12-31 16:34:50,31096,S Walter Reed Dr & 8th St S,31053,Columbia Pike & S Courthouse Rd,W22037,Member
1034,2018-12-03 20:23:51,2018-12-03 20:41:06,31109,7th & T St NW,31106,Calvert & Biltmore St NW,W20261,Member
360,2018-12-04 17:53:17,2018-12-04 17:59:17,32067,Shady Grove Metro East,32068,Columbus Ave & Tribeca St,W23280,Member
2950,2018-12-27 12:48:06,2018-12-27 13:37:16,31202,14th & R St NW,31222,New York Ave & 15th St NW,W22191,Casual
491,2018-12-13 05:55:00,2018-12-13 06:03:11,31624,North Capitol St & F St NW,31217,USDA / 12th & C St SW,W22664,Member
3226,2018-12-04 08:37:37,2018-12-04 09:31:23,31639,2nd & G St NE,31305,Connecticut Ave & Newark St NW / Cleveland Park,W21876,Member
272,2018-12-05 16:09:35,2018-12-05 16:14:07,31020,Wilson Blvd & Franklin Rd,31924,Wilson Blvd & N Troy St,W21299,Member
759,2018-12-03 09:54:31,2018-12-03 10:07:10,31638,1st & H St NW,31227,13th St & New York Ave NW,W01072,Member
454,2018-12-10 17:16:02,2018-12-10 17:23:37,31653,7th & K St NW,31603,1st & M St NE,W21686,Member
425,2018-12-20 07:57:20,2018-12-20 08:04:25,32205,Westpark & Jones Branch Dr,32204,Tysons Corner Station,W23195,Member
250,2018-12-13 16:36:36,2018-12-13 16:40:47,31807,Pleasant St & MLK Ave SE,31801,Anacostia Metro,W23564,Member
527,2018-12-18 18:36:38,2018-12-18 18:45:25,32039,Old Georgetown Rd & Southwick St,32000,Norfolk Ave & Fairmont St,W21507,Member
248,2018-12-13 19:04:56,2018-12-13 19:09:04,31126,11th & Girard St NW,31124,14th & Irving St NW,W23820,Member
7129,2018-12-12 12:47:48,2018-12-12 14:46:37,31219,10th St & Constitution Ave NW,31653,7th & K St NW,W23920,Casual
1551,2018-12-07 10:25:33,2018-12-07 10:51:24,31310,Connecticut & Nebraska Ave NW,31116,California St & Florida Ave NW,W23388,Member
567,2018-12-13 08:23:07,2018-12-13 08:32:34,31417,Kansas Ave & Sherman Cr NW,31515,Fort Totten Metro,W23708,Member
220,2018-12-26 23:08:09,2018-12-26 23:11:50,31600,5th & K St NW,31281,8th & O St NW,E00078,Member
446,2018-12-07 07:21:32,2018-12-07 07:28:59,31275,New Hampshire Ave & 24th St NW,31216,14th St & New York Ave NW,W21585,Member
525,2018-12-06 08:33:48,2018-12-06 08:42:33,31241,Thomas Circle,31212,21st & M St NW,W01290,Member
698,2018-12-06 07:26:38,2018-12-06 07:38:17,31627,3rd & M St NE,31228,8th & H St NW,W22964,Member
493,2018-12-09 08:07:15,2018-12-09 08:15:28,31010,S Glebe & Potomac Ave,31013,Eads & 22nd St S,W01337,Member
1817,2018-12-22 16:31:18,2018-12-22 17:01:35,31619,Lincoln Park / 13th & East Capitol St NE ,31114,18th St & Wyoming Ave NW,W23184,Member
981,2018-12-05 16:27:44,2018-12-05 16:44:05,31407,14th St & Colorado Ave NW,31114,18th St & Wyoming Ave NW,W23918,Member
1108,2018-12-03 07:08:38,2018-12-03 07:27:06,31113,Columbia Rd & Belmont St NW,31624,North Capitol St & F St NW,W23949,Member
529,2018-12-14 07:47:33,2018-12-14 07:56:23,31281,8th & O St NW,31238,14th & G St NW,W00033,Member
689,2018-12-24 17:23:59,2018-12-24 17:35:28,31200,Massachusetts Ave & Dupont Circle NW,31215,Georgetown Harbor / 30th St NW,E00139,Member
513,2018-12-27 13:37:57,2018-12-27 13:46:31,31247,Jefferson Dr & 14th St SW,31288,4th St & Madison Dr NW,W23903,Member
204,2018-12-10 08:00:30,2018-12-10 08:03:54,31298,15th & M St NW,31233,17th & K St NW / Farragut Square,W23527,Member
203,2018-12-01 00:47:46,2018-12-01 00:51:10,31623,Columbus Circle / Union Station,31631,8th & F St NE,W23939,Member
843,2018-12-02 12:57:45,2018-12-02 13:11:49,31408,Takoma Metro,31403,5th & Kennedy St NW,W01428,Member
482,2018-12-02 18:44:58,2018-12-02 18:53:00,31296,Columbia & Ontario Rd NW,31125,15th & W St NW,W22233,Member
116,2018-12-13 14:27:44,2018-12-13 14:29:41,31077,Iwo Jima Memorial/N Meade & 14th St N,31015,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,W23358,Member
2344,2018-12-23 15:40:00,2018-12-23 16:19:05,31247,Jefferson Dr & 14th St SW,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,W22866,Member
455,2018-12-21 18:35:33,2018-12-21 18:43:09,31254,15th & K St NW,31282,16th & R St NW,W00131,Member
774,2018-12-28 14:48:12,2018-12-28 15:01:07,31267,17th St & Massachusetts Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W20309,Member
1333,2018-12-26 23:28:46,2018-12-26 23:51:00,31503,Florida Ave & R St NW,31509,New Jersey Ave & R St NW,W00542,Member
365,2018-12-06 18:18:03,2018-12-06 18:24:08,31298,15th & M St NW,31128,23rd & M St NW,W21998,Member
1390,2018-12-04 12:34:11,2018-12-04 12:57:21,31126,11th & Girard St NW,31203,14th & Rhode Island Ave NW,W23824,Member
256,2018-12-01 14:49:15,2018-12-01 14:53:32,31615,6th & H St NE,31611,13th & H St NE,W24004,Member
1136,2018-12-26 19:48:14,2018-12-26 20:07:11,31205,21st & I St NW,31203,14th & Rhode Island Ave NW,W20489,Casual
2908,2018-12-26 14:55:17,2018-12-26 15:43:46,31263,10th & K St NW,31307,3000 Connecticut Ave NW / National Zoo,W21328,Casual
853,2018-12-23 15:56:43,2018-12-23 16:10:57,32046,River Rd & Landy Ln,32013,Montgomery & East Ln,W20946,Member
203,2018-12-17 17:05:28,2018-12-17 17:08:51,31029,N Veitch  & 20th St N,31089,Court House Metro / 15th & N Uhle St ,E00113,Member
433,2018-12-06 14:23:27,2018-12-06 14:30:40,31274,10th & G St NW,31217,USDA / 12th & C St SW,W23078,Member
433,2018-12-07 12:11:41,2018-12-07 12:18:54,31125,15th & W St NW,31299,Connecticut Ave & R St NW,W20170,Member
345,2018-12-21 20:12:16,2018-12-21 20:18:01,31271,Constitution Ave & 2nd St NW/DOL,31264,6th St & Indiana Ave NW,W00720,Member
759,2018-12-29 10:40:26,2018-12-29 10:53:06,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,31258,Lincoln Memorial,W24124,Casual
741,2018-12-31 14:17:46,2018-12-31 14:30:07,31013,Eads & 22nd St S,31013,Eads & 22nd St S,W01224,Casual
1714,2018-12-21 09:02:50,2018-12-21 09:31:25,31417,Kansas Ave & Sherman Cr NW,31233,17th & K St NW / Farragut Square,W20684,Casual
321,2018-12-05 18:43:27,2018-12-05 18:48:48,31114,18th St & Wyoming Ave NW,31267,17th St & Massachusetts Ave NW,W23735,Member
386,2018-12-17 18:06:40,2018-12-17 18:13:07,31632,15th & F St NE,31615,6th & H St NE,W22303,Member
431,2018-12-28 17:47:24,2018-12-28 17:54:35,31282,16th & R St NW,31101,14th & V St NW,W23438,Member
1581,2018-12-13 08:32:11,2018-12-13 08:58:33,31118,3rd & Elm St NW,31264,6th St & Indiana Ave NW,W22613,Member
1462,2018-12-21 18:43:02,2018-12-21 19:07:25,31315,McKinley St & Connecticut Ave NW,32008,Cordell & Norfolk Ave,W20764,Member
1121,2018-12-11 20:04:49,2018-12-11 20:23:30,31274,10th & G St NW,31278,18th & R St NW,W20671,Member
1299,2018-12-17 21:51:20,2018-12-17 22:12:59,31284,18th & C St NW,31645,6th & K St NE,W00011,Member
165,2018-12-24 13:47:23,2018-12-24 13:50:09,31110,20th St & Florida Ave NW,31229,New Hampshire Ave & T St NW,W00914,Member
673,2018-12-13 18:47:56,2018-12-13 18:59:10,31612,D St & Maryland Ave NE,31270,8th & D St NW,W20493,Member
543,2018-12-13 19:22:47,2018-12-13 19:31:50,31649,14th & Newton St NW,31296,Columbia & Ontario Rd NW,W22702,Member
205,2018-12-07 17:50:05,2018-12-07 17:53:30,31643,1st & D St SE,31628,1st & K St SE,W22908,Member
5968,2018-12-30 12:03:10,2018-12-30 13:42:39,31214,17th & Corcoran St NW,31118,3rd & Elm St NW,65038,Member
1500,2018-12-08 17:41:07,2018-12-08 18:06:07,31269,3rd St & Pennsylvania Ave SE,31503,Florida Ave & R St NW,W23942,Member
1720,2018-12-18 21:41:44,2018-12-18 22:10:24,31255,24th & N St NW,31255,24th & N St NW,W24114,Casual
11247,2018-12-27 15:50:30,2018-12-27 18:57:58,31620,5th & F St NW,31230,Metro Center / 12th & G St NW,W21660,Casual
274,2018-12-17 15:44:06,2018-12-17 15:48:40,31048,King St Metro South,31044,King St & Patrick St,W23892,Member
1096,2018-12-10 08:17:16,2018-12-10 08:35:32,31229,New Hampshire Ave & T St NW,31621,4th & D St NW / Judiciary Square,W22406,Member
314,2018-12-11 06:26:49,2018-12-11 06:32:04,31282,16th & R St NW,31281,8th & O St NW,W23415,Member
663,2018-12-02 19:22:18,2018-12-02 19:33:22,31245,7th & R St NW / Shaw Library,31400,Georgia & New Hampshire Ave NW,W20676,Member
292,2018-12-07 08:49:19,2018-12-07 08:54:11,31650,1st & M St SE,31643,1st & D St SE,W22664,Member
497,2018-12-03 11:55:32,2018-12-03 12:03:50,31216,14th St & New York Ave NW,31100,19th St & Pennsylvania Ave NW,W23606,Member
811,2018-12-09 14:36:52,2018-12-09 14:50:23,31252,21st St & Pennsylvania Ave NW,31246,M St & Pennsylvania Ave NW,W22106,Casual
602,2018-12-15 17:19:46,2018-12-15 17:29:49,31285,22nd & P ST NW,31203,14th & Rhode Island Ave NW,W00338,Member
891,2018-12-08 19:51:49,2018-12-08 20:06:40,31627,3rd & M St NE,31600,5th & K St NW,W23755,Member
1201,2018-12-17 16:06:19,2018-12-17 16:26:20,31258,Lincoln Memorial,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W20376,Casual
563,2018-12-21 14:48:44,2018-12-21 14:58:08,31640,Maryland Ave & E St NE,31611,13th & H St NE,W23429,Member
602,2018-12-04 18:24:58,2018-12-04 18:35:00,31639,2nd & G St NE,31600,5th & K St NW,W22858,Member
421,2018-12-02 14:08:17,2018-12-02 14:15:18,31124,14th & Irving St NW,31296,Columbia & Ontario Rd NW,E00139,Member
1840,2018-12-05 15:36:21,2018-12-05 16:07:01,31261,21st St & Constitution Ave NW,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W23546,Casual
960,2018-12-23 20:14:48,2018-12-23 20:30:49,31277,17th & G St NW,31650,1st & M St SE,E00113,Member
469,2018-12-13 08:17:17,2018-12-13 08:25:07,31241,Thomas Circle,31128,23rd & M St NW,W22876,Member
1348,2018-12-30 09:31:34,2018-12-30 09:54:03,31258,Lincoln Memorial,31258,Lincoln Memorial,W23459,Casual
860,2018-12-11 17:35:47,2018-12-11 17:50:08,31401,14th St & Spring Rd NW,31414,Georgia Ave & Piney Branch Rd NW,W23354,Member
963,2018-12-29 14:32:06,2018-12-29 14:48:10,31902,Wilson Blvd & N Illinois St ,31023,Fairfax Dr & Wilson Blvd,W23231,Member
244,2018-12-11 11:42:34,2018-12-11 11:46:39,31229,New Hampshire Ave & T St NW,31200,Massachusetts Ave & Dupont Circle NW,W20472,Member
532,2018-12-20 13:20:26,2018-12-20 13:29:19,31291,Vermont Ave & I St NW,31281,8th & O St NW,W23568,Member
518,2018-12-11 17:47:52,2018-12-11 17:56:30,31615,6th & H St NE,31640,Maryland Ave & E St NE,W00572,Member
621,2018-12-23 15:45:02,2018-12-23 15:55:23,32013,Montgomery & East Ln,32046,River Rd & Landy Ln,W20946,Member
817,2018-12-29 12:51:56,2018-12-29 13:05:34,31649,14th & Newton St NW,31203,14th & Rhode Island Ave NW,W20798,Member
998,2018-12-13 09:31:53,2018-12-13 09:48:31,31299,Connecticut Ave & R St NW,31216,14th St & New York Ave NW,W20585,Member
35196,2018-12-21 18:06:24,2018-12-22 03:53:00,31109,7th & T St NW,31619,Lincoln Park / 13th & East Capitol St NE ,W00196,Member
205,2018-12-04 10:54:01,2018-12-04 10:57:26,31128,23rd & M St NW,31246,M St & Pennsylvania Ave NW,W20397,Casual
560,2018-12-17 15:37:32,2018-12-17 15:46:52,31129,15th St & Pennsylvania Ave NW/Pershing Park,31273,Hains Point/Buckeye & Ohio Dr SW,W23390,Member
1669,2018-12-08 14:25:13,2018-12-08 14:53:03,31288,4th St & Madison Dr NW,31284,18th & C St NW,W23780,Casual
1156,2018-12-04 16:40:25,2018-12-04 16:59:42,31507,1st & Washington Hospital Center NW,31264,6th St & Indiana Ave NW,W21499,Member
2177,2018-12-11 06:36:02,2018-12-11 07:12:19,31006,S Joyce & Army Navy Dr,31637,North Capitol St & G Pl NE,W23708,Member
581,2018-12-14 06:39:45,2018-12-14 06:49:27,31109,7th & T St NW,31110,20th St & Florida Ave NW,W01105,Member
1005,2018-12-26 13:26:44,2018-12-26 13:43:29,31283,14th & L St NW,31244,4th & E St SW,W24043,Member
294,2018-12-31 11:27:51,2018-12-31 11:32:45,31221,18th & M St NW,31206,19th & E Street NW,W22136,Member
413,2018-12-13 17:19:19,2018-12-13 17:26:13,31252,21st St & Pennsylvania Ave NW,31312,Wisconsin Ave & O St NW,W23911,Member
357,2018-12-03 15:06:51,2018-12-03 15:12:49,31126,11th & Girard St NW,31202,14th & R St NW,W22340,Member
939,2018-12-16 14:23:38,2018-12-16 14:39:17,31265,5th St & Massachusetts Ave NW,31299,Connecticut Ave & R St NW,W00658,Member
179,2018-12-31 21:33:56,2018-12-31 21:36:55,31622,13th & D St NE,31712,Oklahoma Ave & D St NE,W21962,Member
715,2018-12-19 19:57:12,2018-12-19 20:09:07,31087,Monroe Ave & Leslie Ave,31912,Mount Vernon Ave & Bruce St,W21699,Member
751,2018-12-03 18:07:54,2018-12-03 18:20:25,31250,20th & L St NW,31202,14th & R St NW,W20538,Member
233,2018-12-04 08:55:02,2018-12-04 08:58:55,31265,5th St & Massachusetts Ave NW,31263,10th & K St NW,W22716,Member
1036,2018-12-08 10:06:05,2018-12-08 10:23:22,31414,Georgia Ave & Piney Branch Rd NW,31506,1st & Rhode Island Ave NW,W20613,Member
316,2018-12-03 13:29:18,2018-12-03 13:34:35,31237,25th St & Pennsylvania Ave NW,31127,22nd & H St NW,W00841,Member
245,2018-12-06 16:36:47,2018-12-06 16:40:52,31212,21st & M St NW,31257,22nd & I St NW / Foggy Bottom,W22114,Member
234,2018-12-13 19:56:11,2018-12-13 20:00:06,31268,12th & U St NW,31286,11th & O St NW,E00043,Member
254,2018-12-23 10:09:12,2018-12-23 10:13:26,31608,8th & Eye St SE / Barracks Row,31606,Potomac & Pennsylvania Ave SE,65043,Member
265,2018-12-04 18:52:01,2018-12-04 18:56:27,31623,Columbus Circle / Union Station,31612,D St & Maryland Ave NE,W22437,Member
817,2018-12-21 14:00:51,2018-12-21 14:14:29,31232,7th & F St NW / National Portrait Gallery,31655,New Jersey Ave & F St NW,W24105,Casual
8071,2018-12-27 11:36:52,2018-12-27 13:51:24,31290,17th St & Independence Ave SW,31288,4th St & Madison Dr NW,W01294,Casual
1338,2018-12-27 14:52:49,2018-12-27 15:15:07,31258,Lincoln Memorial,31218,L'Enfant Plaza / 7th & C St SW,W23651,Casual
358,2018-12-13 17:55:42,2018-12-13 18:01:40,31116,California St & Florida Ave NW,31119,14th & Belmont St NW,W23637,Member
547,2018-12-14 18:19:02,2018-12-14 18:28:09,31223,Convention Center / 7th & M St NW,31201,15th & P St NW,W23182,Member
226,2018-12-21 08:51:54,2018-12-21 08:55:40,31275,New Hampshire Ave & 24th St NW,31246,M St & Pennsylvania Ave NW,W21278,Member
450,2018-12-26 09:42:47,2018-12-26 09:50:18,31267,17th St & Massachusetts Ave NW,31128,23rd & M St NW,W23527,Member
711,2018-12-04 16:15:31,2018-12-04 16:27:23,31204,20th & E St NW,31278,18th & R St NW,W23879,Member
1103,2018-12-12 17:20:09,2018-12-12 17:38:33,31251,12th & L St NW,31237,25th St & Pennsylvania Ave NW,W00134,Member
1053,2018-12-07 07:08:55,2018-12-07 07:26:29,31285,22nd & P ST NW,31217,USDA / 12th & C St SW,W23718,Member
608,2018-12-13 16:20:38,2018-12-13 16:30:47,31288,4th St & Madison Dr NW,31608,8th & Eye St SE / Barracks Row,W22179,Member
282,2018-12-30 14:45:29,2018-12-30 14:50:12,31629,8th & East Capitol St NE,31644,12th St & Pennsylvania Ave SE,W20314,Member
1225,2018-12-10 17:05:45,2018-12-10 17:26:10,31219,10th St & Constitution Ave NW,31640,Maryland Ave & E St NE,W00584,Member
471,2018-12-31 11:50:16,2018-12-31 11:58:08,31222,New York Ave & 15th St NW,31282,16th & R St NW,W22336,Member
199,2018-12-19 15:42:28,2018-12-19 15:45:47,31127,22nd & H St NW,31259,20th St & Virginia Ave NW,W20472,Member
717,2018-12-01 09:37:56,2018-12-01 09:49:54,31509,New Jersey Ave & R St NW,31200,Massachusetts Ave & Dupont Circle NW,W22455,Member
471,2018-12-11 15:27:02,2018-12-11 15:34:53,31406,14th & Upshur St NW,31407,14th St & Colorado Ave NW,W23765,Member
601,2018-12-19 19:13:39,2018-12-19 19:23:40,31230,Metro Center / 12th & G St NW,31268,12th & U St NW,W23978,Member
1274,2018-12-10 07:22:56,2018-12-10 07:44:11,31646,Maine Ave & 9th St SW,31314,34th & Water St NW,W23872,Member
324,2018-12-30 17:43:27,2018-12-30 17:48:52,31124,14th & Irving St NW,31104,Adams Mill & Columbia Rd NW,W23758,Member
1525,2018-12-12 08:11:42,2018-12-12 08:37:08,31400,Georgia & New Hampshire Ave NW,31205,21st & I St NW,W00088,Member
415,2018-12-03 16:48:51,2018-12-03 16:55:46,31294,7th & E St SW,31628,1st & K St SE,W23524,Member
270,2018-12-17 13:08:51,2018-12-17 13:13:21,31603,1st & M St NE,31508,Gallaudet / 8th St & Florida Ave NE,W22756,Member
377,2018-12-21 13:47:25,2018-12-21 13:53:43,31014,Lynn & 19th St North,31225,C & O Canal & Wisconsin Ave NW,70159,Member
1325,2018-12-13 12:47:56,2018-12-13 13:10:01,31508,Gallaudet / 8th St & Florida Ave NE,31213,17th & K St NW,W21707,Member
719,2018-12-29 08:54:18,2018-12-29 09:06:17,31119,14th & Belmont St NW,31121,Calvert St & Woodley Pl NW,W21360,Member
1589,2018-12-30 18:58:14,2018-12-30 19:24:44,31258,Lincoln Memorial,31232,7th & F St NW / National Portrait Gallery,W20553,Casual
739,2018-12-24 13:38:28,2018-12-24 13:50:48,31267,17th St & Massachusetts Ave NW,31202,14th & R St NW,W20630,Member
466,2018-12-05 06:58:15,2018-12-05 07:06:01,31610,Eastern Market / 7th & North Carolina Ave SE,31605,3rd & D St SE,W23455,Casual
402,2018-12-22 17:17:22,2018-12-22 17:24:04,31243,4th & C St SW,31108,4th & M St SW,W23818,Member
1078,2018-12-28 18:35:24,2018-12-28 18:53:23,31519,1st & O St NW,31200,Massachusetts Ave & Dupont Circle NW,E00126,Member
415,2018-12-02 17:11:24,2018-12-02 17:18:20,31401,14th St & Spring Rd NW,31107,Lamont & Mt Pleasant NW,W23636,Member
954,2018-12-09 00:45:49,2018-12-09 01:01:44,31109,7th & T St NW,31121,Calvert St & Woodley Pl NW,W23861,Member
1023,2018-12-14 08:04:55,2018-12-14 08:21:58,31306,39th & Calvert St NW / Stoddert,31200,Massachusetts Ave & Dupont Circle NW,W23200,Member
1095,2018-12-13 15:06:06,2018-12-13 15:24:21,31920,Washington-Lee High School / N Stafford St & Generals Way,31295,Potomac & M St NW,W23878,Member
329,2018-12-27 13:21:22,2018-12-27 13:26:51,31202,14th & R St NW,31283,14th & L St NW,W22196,Member
512,2018-12-29 21:32:54,2018-12-29 21:41:27,31268,12th & U St NW,31114,18th St & Wyoming Ave NW,W20466,Casual
1748,2018-12-18 14:58:15,2018-12-18 15:27:24,31241,Thomas Circle,31280,11th & S St NW,W21176,Member
265,2018-12-18 18:02:42,2018-12-18 18:07:07,31516,Rhode Island Ave Metro,31514,Hamlin & 7th St NE,W22928,Member
856,2018-12-12 16:54:39,2018-12-12 17:08:56,31637,North Capitol St & G Pl NE,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W21532,Member
427,2018-12-16 13:22:53,2018-12-16 13:30:01,31226,34th St & Wisconsin Ave NW,31285,22nd & P ST NW,W23430,Member
847,2018-12-11 16:51:43,2018-12-11 17:05:51,31291,Vermont Ave & I St NW,31114,18th St & Wyoming Ave NW,W22385,Member
1431,2018-12-20 07:31:34,2018-12-20 07:55:26,31229,New Hampshire Ave & T St NW,31243,4th & C St SW,W22535,Member
370,2018-12-10 08:03:12,2018-12-10 08:09:23,32001,Fenton St & New York Ave ,31408,Takoma Metro,W20928,Member
